Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901GD10220,30-04-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.568418,Darkness - lights lit,Hackney,None,-0.073017,1,2,Metropolitan Police,Dry,Single carriageway,30,21:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10221,20-04-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.544387,Darkness - lights lit,Hackney,None,-0.055428,1,2,Metropolitan Police,Dry,Single carriageway,30,20:12,Urban,Fine no high winds,Car
200901GD10223,03-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.556761,Daylight,Hackney,None,-0.047832,1,1,Metropolitan Police,Dry,Single carriageway,30,10:55,Urban,Fine no high winds,Car
200901GD10224,02-05-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.563475,Daylight,Hackney,None,-0.073226,1,3,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,Car
200901GD10226,01-05-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.548034,Darkness - lights lit,Hackney,None,-0.047628,1,1,Metropolitan Police,Dry,Single carriageway,30,21:43,Urban,Fine no high winds,Car
200901GD10228,24-04-2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.548229,Darkness - lights lit,Hackney,None,-0.064784,2,1,Metropolitan Police,Dry,Single carriageway,30,21:30,Urban,Fine no high winds,Car
200901GD10229,01-05-2021,Friday,Auto traffic signal,Crossroads,Slight,51.534922,Daylight,Hackney,None,-0.070395,1,1,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901GD10230,06-05-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.549939,Daylight,Hackney,None,-0.054037,1,1,Metropolitan Police,Dry,Single carriageway,30,11:07,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901GD10231,05-05-2021,Tuesday,Give way or uncontrolled,Private drive or entrance,Serious,51.542572,Daylight,Hackney,None,-0.076273,1,3,Metropolitan Police,Dry,Single carriageway,30,17:46,Urban,Fine no high winds,Car
200901GD10232,05-05-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.544569,Daylight,Hackney,None,-0.055565,1,1,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901GD10233,05-05-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.535065,Daylight,Hackney,None,-0.057268,1,1,Metropolitan Police,Dry,Dual carriageway,30,15:45,Urban,Fine no high winds,Car
200901GD10235,06-05-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.534402,Darkness - lights lit,Hackney,None,-0.07705,1,2,Metropolitan Police,Dry,Dual carriageway,30,21:30,Urban,Fine no high winds,Car
200901GD10236,06-05-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.529643,Darkness - lights lit,Hackney,None,-0.077539,1,2,Metropolitan Police,Dry,Single carriageway,30,23:39,Urban,Fine no high winds,Car
200901GD10238,07-05-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.55957,Daylight,Hackney,None,-0.059974,1,2,Metropolitan Police,Dry,Single carriageway,30,17:57,Urban,Fine no high winds,Car
200901GD10239,03-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.553595,Daylight,Hackney,None,-0.079414,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901GD10240,01-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.552344,Daylight,Hackney,None,-0.052637,1,2,Metropolitan Police,Dry,Single carriageway,30,07:25,Urban,Fine no high winds,Car
200901GD10241,29-04-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.550825,Daylight,Hackney,None,-0.020968,1,2,Metropolitan Police,Dry,Slip road,50,16:35,Urban,Fine no high winds,Car
200901GD10242,01-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.559695,Daylight,Hackney,None,-0.056651,1,2,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,Car
200901GD10243,07-05-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.538569,Daylight,Hackney,None,-0.057118,1,1,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901GD10244,29-04-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.545854,Daylight,Hackney,None,-0.062577,1,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10245,08-05-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.543908,Daylight,Hackney,None,-0.070015,2,2,Metropolitan Police,Dry,Single carriageway,30,13:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10246,04-05-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.534867,Daylight,Hackney,None,-0.07256,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:55,Urban,Fine no high winds,Car
200901GD10247,26-04-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.545551,Daylight,Hackney,None,-0.060571,1,2,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
200901GD10248,11-05-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.5581,Darkness - lights lit,Hackney,None,-0.074463,1,2,Metropolitan Police,Dry,Single carriageway,30,23:15,Urban,Fine no high winds,Car
200901GD10249,07-05-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.546072,Daylight,Hackney,None,-0.075837,1,2,Metropolitan Police,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Car
200901GD10250,13-05-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.54653,Darkness - lights lit,Hackney,None,-0.032981,1,1,Metropolitan Police,Wet or damp,Dual carriageway,50,02:32,Urban,Fine no high winds,Car
200901GD10252,10-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.554076,Darkness - lights lit,Hackney,None,-0.037849,1,2,Metropolitan Police,Dry,Single carriageway,30,00:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10253,11-05-2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.56268,Daylight,Hackney,None,-0.06316,1,2,Metropolitan Police,Dry,Single carriageway,30,09:05,Urban,Fine no high winds,Car
200901GD10255,21-04-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.574611,Darkness - lights lit,Hackney,None,-0.072322,1,2,Metropolitan Police,Dry,Single carriageway,30,00:15,Urban,Fine no high winds,Car
200901GD10256,16-05-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.570434,Daylight,Hackney,None,-0.064418,1,2,Metropolitan Police,Dry,Single carriageway,30,08:00,Urban,Fine no high winds,Car
200901GD10257,17-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.543683,Darkness - lights lit,Hackney,None,-0.040171,1,2,Metropolitan Police,Dry,Single carriageway,30,21:15,Urban,Fine no high winds,Car
200901GD10258,14-05-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.561973,Daylight,Hackney,None,-0.08036,1,2,Metropolitan Police,Dry,Single carriageway,30,20:01,Urban,Fine no high winds,Car
200901GD10259,17-05-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.564374,Daylight,Hackney,None,-0.073188,1,1,Metropolitan Police,Dry,Single carriageway,30,19:43,Urban,Fine no high winds,Car
200901GD10261,18-05-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.54966,Daylight,Hackney,None,-0.075253,1,2,Metropolitan Police,Dry,Single carriageway,30,18:17,Urban,Fine no high winds,Car
200901GD10262,16-05-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.54975,Daylight,Hackney,None,-0.075249,1,1,Metropolitan Police,Dry,Single carriageway,30,10:44,Urban,Fine no high winds,Car
200901GD10264,10-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.551882,Daylight,Hackney,None,-0.084679,1,2,Metropolitan Police,Dry,One way street,30,16:30,Urban,Fine no high winds,Car
200901GD10265,12-05-2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.562596,Daylight,Hackney,None,-0.096493,1,2,Metropolitan Police,Dry,Single carriageway,30,17:43,Urban,Fine no high winds,Car
200901GD10266,16-05-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.545463,Daylight,Hackney,None,-0.055238,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
200901GD10267,19-05-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.567522,Daylight,Hackney,None,-0.0732,1,1,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901GD10268,19-05-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.568647,Daylight,Hackney,None,-0.087005,1,2,Metropolitan Police,Dry,Single carriageway,30,07:00,Urban,Fine no high winds,Motorcycle over 500cc
200901GD10270,14-05-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.565492,Daylight,Hackney,None,-0.103153,1,2,Metropolitan Police,Dry,Single carriageway,30,08:17,Urban,Fine no high winds,Car
200901GD10271,29-04-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.540314,Daylight,Hackney,None,-0.070167,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Minibus (8 - 16 passenger seats)
200901GD10272,20-05-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.546185,Daylight,Hackney,None,-0.060832,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
200901GD10273,15-05-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.560561,Daylight,Hackney,None,-0.049256,1,2,Metropolitan Police,Dry,Single carriageway,30,17:40,Urban,Fine no high winds,Car
200901GD10274,18-05-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.549712,Daylight,Hackney,None,-0.072943,1,2,Metropolitan Police,Dry,Single carriageway,30,16:47,Urban,Fine no high winds,Car
200901GD10275,21-05-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.534404,Daylight,Hackney,None,-0.077194,1,1,Metropolitan Police,Dry,Single carriageway,30,15:56,Urban,Fine no high winds,Car
200901GD10277,21-05-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.570329,Daylight,Hackney,None,-0.096458,1,2,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Motorcycle over 500cc
200901GD10278,19-05-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.527167,Daylight,Hackney,None,-0.080094,1,2,Metropolitan Police,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,Car
200901GD10279,23-05-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.548045,Daylight,Hackney,None,-0.075465,1,1,Metropolitan Police,Dry,Single carriageway,30,11:21,Urban,Fine no high winds,Car
200901GD10282,26-05-2021,Tuesday,Auto traffic signal,T or staggered junction,Serious,51.544727,Daylight,Hackney,None,-0.076038,2,1,Metropolitan Police,Dry,Single carriageway,30,14:36,Urban,Fine no high winds,Car
200901GD10283,26-05-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.574675,Daylight,Hackney,None,-0.070732,1,1,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901GD10284,23-05-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.53727,Daylight,Hackney,None,-0.049243,1,2,Metropolitan Police,Dry,Single carriageway,30,14:32,Urban,Fine no high winds,Car
200901GD10285,26-05-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.551318,Daylight,Hackney,None,-0.055854,1,1,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,Other vehicle
200901GD10286,24-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.533207,Darkness - lights lit,Hackney,None,-0.070035,2,1,Metropolitan Police,Dry,Single carriageway,30,22:34,Urban,Fine no high winds,Car
200901GD10288,25-05-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.540673,Darkness - lights lit,Hackney,None,-0.070152,1,3,Metropolitan Police,Dry,Single carriageway,30,23:28,Urban,Fine no high winds,Motorcycle over 500cc
200901GD10289,22-05-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.566964,Daylight,Hackney,None,-0.055764,1,2,Metropolitan Police,Dry,Single carriageway,30,09:00,Urban,Fine no high winds,Motorcycle 125cc and under
200901GD10290,29-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.560632,Darkness - lights lit,Hackney,None,-0.091814,1,2,Metropolitan Police,Dry,Single carriageway,30,22:05,Urban,Fine no high winds,Car
200901GD10291,29-05-2021,Friday,Auto traffic signal,Crossroads,Slight,51.54934,Darkness - lights lit,Islington,None,-0.077718,1,2,Metropolitan Police,Dry,Single carriageway,30,00:07,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10292,30-06-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.542303,Daylight,Hackney,None,-0.076284,1,1,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Car
200901GD10293,08-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.566875,Daylight,Hackney,None,-0.09415,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,12:03,Urban,Fine no high winds,Car
200901GD10294,30-05-2021,Saturday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.541671,Daylight,Hackney,None,-0.04891,1,1,Metropolitan Police,Dry,Single carriageway,30,08:40,Urban,Fine no high winds,Car
200901GD10295,29-05-2021,Friday,Auto traffic signal,Crossroads,Slight,51.534891,Daylight,Hackney,None,-0.063043,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
200901GD10296,23-05-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.545748,Daylight,Islington,None,-0.083495,1,1,Metropolitan Police,Dry,Single carriageway,30,14:05,Urban,Fine no high winds,Car
200901GD10297,27-05-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.544637,Daylight,Hackney,None,-0.076042,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,09:55,Urban,Raining no high winds,Car
200901GD10298,31-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.540035,Daylight,Hackney,None,-0.053306,2,1,Metropolitan Police,Dry,Single carriageway,30,06:36,Urban,Fine no high winds,Car
200901GD10299,14-05-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.526571,Daylight,Hackney,None,-0.082137,1,2,Metropolitan Police,Dry,Single carriageway,30,17:42,Urban,Other,Car
200901GD10300,01-06-2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.555224,Daylight,Hackney,None,-0.069103,1,2,Metropolitan Police,Dry,Single carriageway,30,07:32,Urban,Fine no high winds,Car
200901GD10301,02-06-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.57248,Daylight,Hackney,None,-0.068516,1,1,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10302,28-05-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.558727,Daylight,Hackney,None,-0.074293,1,1,Metropolitan Police,Dry,Single carriageway,30,15:47,Urban,Fine no high winds,Car
200901GD10303,14-05-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.522629,Daylight,Hackney,None,-0.077546,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car
200901GD10304,30-05-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.552342,Daylight,Hackney,None,-0.052492,1,2,Metropolitan Police,Dry,Single carriageway,30,14:26,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901GD10306,03-06-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.569786,Daylight,Hackney,None,-0.063291,1,1,Metropolitan Police,Dry,Single carriageway,30,12:17,Urban,Fine no high winds,Car
200901GD10307,02-06-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.566895,Daylight,Hackney,None,-0.100931,1,2,Metropolitan Police,Dry,Single carriageway,30,11:15,Urban,Fine no high winds,Car
200901GD10310,01-06-2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.553742,Daylight,Hackney,None,-0.017956,1,2,Metropolitan Police,Dry,Single carriageway,30,06:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10311,05-06-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.57139,Daylight,Hackney,None,-0.062357,1,1,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10312,19-05-2021,Tuesday,Give way or uncontrolled,Private drive or entrance,Slight,51.570327,Daylight,Hackney,None,-0.096314,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,08:12,Urban,Fine no high winds,Car
200901GD10313,21-05-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.544843,Daylight,Hackney,None,-0.045025,1,1,Metropolitan Police,Dry,Single carriageway,30,15:46,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901GD10314,15-05-2021,Friday,Auto traffic signal,Crossroads,Slight,51.522721,Daylight,Hackney,None,-0.077686,1,2,Metropolitan Police,Dry,Single carriageway,30,15:04,Urban,Fine no high winds,Car
200901GD10315,04-06-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.567715,Darkness - lights lit,Hackney,None,-0.068574,1,2,Metropolitan Police,Dry,Single carriageway,30,22:22,Urban,Fine no high winds,Car
200901GD10317,03-06-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.546252,Daylight,Hackney,None,-0.075829,1,1,Metropolitan Police,Dry,Single carriageway,30,15:57,Urban,Fine no high winds,Car
200901GD10318,07-06-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.527915,Darkness - lights lit,Hackney,None,-0.076314,1,2,Metropolitan Police,Dry,Single carriageway,30,21:53,Urban,Fine no high winds,Car
200901GD10319,06-06-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.557068,Daylight,Hackney,None,-0.088356,1,2,Metropolitan Police,Dry,Single carriageway,30,17:40,Urban,Fine no high winds,Motorcycle over 500cc
200901GD10320,07-06-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.555946,Darkness - lights lit,Hackney,None,-0.074699,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,02:20,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200901GD10321,05-06-2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.574791,Darkness - lights lit,Hackney,None,-0.072315,3,1,Metropolitan Police,Dry,Single carriageway,30,22:39,Urban,Fine no high winds,Car
200901GD10322,13-05-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.567245,Daylight,Hackney,None,-0.072778,1,1,Metropolitan Police,Dry,Single carriageway,30,13:25,Urban,Fine no high winds,Car
200901GD10323,11-06-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.567923,Daylight,Hackney,None,-0.081263,1,2,Metropolitan Police,Dry,Single carriageway,30,08:25,Urban,Fine no high winds,Car
200901GD10325,12-06-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.562754,Daylight,Hackney,None,-0.051326,1,2,Metropolitan Police,Dry,Single carriageway,30,20:45,Urban,Fine no high winds,Car
200901GD10326,13-06-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.549816,Darkness - lights lit,Hackney,None,-0.068323,1,2,Metropolitan Police,Dry,Single carriageway,30,22:54,Urban,Fine no high winds,Car
200901GD10327,14-06-2021,Sunday,Auto traffic signal,Slip road,Slight,51.570497,Daylight,Hackney,None,-0.09573,1,1,Metropolitan Police,Dry,Single carriageway,30,11:46,Urban,Fine no high winds,Car
200901GD10328,12-06-2021,Friday,Give way or uncontrolled,Slip road,Slight,51.525999,Daylight,Hackney,None,-0.085622,1,2,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
200901GD10329,12-06-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.557289,Daylight,Hackney,None,-0.068871,1,2,Metropolitan Police,Dry,One way street,30,21:16,Urban,Fine no high winds,Car
200901GD10331,18-05-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.548243,Daylight,Islington,None,-0.087572,1,2,Metropolitan Police,Dry,Single carriageway,30,09:45,Urban,Fine no high winds,Car
200901GD10332,29-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.562137,Daylight,Hackney,None,-0.079343,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901GD10333,10-06-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.560734,Daylight,Hackney,None,-0.048816,1,1,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Car
200901GD10334,10-06-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.539454,Daylight,Hackney,None,-0.056215,1,2,Metropolitan Police,Dry,Single carriageway,30,16:09,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901GD10335,05-06-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.548012,Daylight,Hackney,None,-0.057149,3,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:42,Urban,Fine no high winds,Car
200901GD10336,09-06-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.527134,Daylight,Hackney,None,-0.078077,1,2,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
200901GD10337,03-06-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.574533,Daylight,Hackney,None,-0.078531,1,1,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
200901GD10338,29-05-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.567799,Daylight,Hackney,None,-0.095698,1,2,Metropolitan Police,Dry,One way street,30,09:00,Urban,Fine no high winds,Motorcycle over 500cc
200901GD10339,12-06-2021,Friday,Auto traffic signal,Crossroads,Slight,51.570594,Daylight,Hackney,None,-0.096159,4,2,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
200901GD10340,10-06-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.543036,Daylight,Hackney,None,-0.055342,1,2,Metropolitan Police,Dry,Single carriageway,30,16:45,Urban,Fine no high winds,Car
200901GD10341,14-06-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.570592,Darkness - lights lit,Hackney,None,-0.096014,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,02:15,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901GD10342,10-06-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.556393,Daylight,Hackney,None,-0.074536,1,3,Metropolitan Police,Dry,Single carriageway,30,14:19,Urban,Fine no high winds,Car
200901GD10343,14-06-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525595,Darkness - lights lit,Hackney,None,-0.082899,1,1,Metropolitan Police,Dry,Single carriageway,30,03:22,Urban,Fine no high winds,Taxi/Private hire car
200901GD10344,03-06-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.552542,Daylight,Hackney,None,-0.086527,1,2,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Motorcycle 50cc and under
200901GD10345,05-06-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.574751,Daylight,Hackney,None,-0.080831,2,2,Metropolitan Police,Dry,Single carriageway,30,08:30,Urban,Fine + high winds,Car
200901GD10346,17-06-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.574164,Daylight,Hackney,None,-0.072486,1,1,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Car
200901GD10347,08-06-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.559964,Daylight,Hackney,None,-0.056639,1,2,Metropolitan Police,Dry,Single carriageway,30,18:25,Urban,Fine no high winds,Car
200901GD10348,13-06-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.563692,Daylight,Hackney,None,-0.059077,2,2,Metropolitan Police,Dry,Single carriageway,30,13:34,Urban,Fine no high winds,Car
200901GD10349,18-06-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.548193,Daylight,Hackney,None,-0.068103,1,2,Metropolitan Police,Dry,Single carriageway,30,17:38,Urban,Fine no high winds,Car
200901GD10351,14-06-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.571318,Daylight,Hackney,None,-0.096417,1,3,Metropolitan Police,Dry,Single carriageway,30,12:48,Urban,Fine no high winds,Motorcycle 125cc and under
200901GD10352,05-06-2021,Friday,Give way or uncontrolled,Other junction,Serious,51.555705,Darkness - lights lit,Hackney,None,-0.054657,1,1,Metropolitan Police,Dry,Single carriageway,30,03:00,Urban,Fine no high winds,Car
200901GD10353,30-05-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.56078,Darkness - lights lit,Hackney,None,-0.057037,3,2,Metropolitan Police,Dry,Single carriageway,30,22:15,Urban,Fine no high winds,Car
200901GD10354,11-06-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.546636,Daylight,Hackney,None,-0.055477,1,1,Metropolitan Police,Dry,Single carriageway,30,13:10,Urban,Fine no high winds,Car
200901GD10355,21-06-2021,Sunday,Auto traffic signal,T or staggered junction,Serious,51.545732,Daylight,Hackney,None,-0.055227,1,1,Metropolitan Police,Dry,Single carriageway,30,12:17,Urban,Fine no high winds,Car
200901GD10356,21-06-2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.546124,Daylight,Hackney,None,-0.073527,1,2,Metropolitan Police,Dry,Single carriageway,30,18:44,Urban,Fine no high winds,Car
200901GD10358,12-06-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525502,Daylight,Hackney,None,-0.082759,1,1,Metropolitan Police,Dry,Single carriageway,30,12:35,Urban,Fine no high winds,Car
200901GD10359,19-06-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.540314,Daylight,Hackney,None,-0.070167,1,1,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901GD10360,20-06-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.547203,Daylight,Hackney,None,-0.035548,1,3,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car
200901GD10363,19-06-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.548148,Daylight,Hackney,None,-0.049066,1,2,Metropolitan Police,Dry,Single carriageway,30,20:25,Urban,Fine no high winds,Car
200901GD10364,15-06-2021,Monday,Auto traffic signal,Crossroads,Serious,51.570589,Darkness - lights lit,Hackney,None,-0.09587,1,2,Metropolitan Police,Dry,Dual carriageway,30,23:15,Urban,Fine no high winds,Car
